iter	Logloss
421	0.2181656711
422	0.2180460446
423	0.2179922583
424	0.2178229881
425	0.2175777179
426	0.2173632005
427	0.2171878228
428	0.2169008172
429	0.2167338737
430	0.2164424912
431	0.2159611617
432	0.2157147214
433	0.2155294693
434	0.2153599666
435	0.2152749095
436	0.2151094987
437	0.2150965626
438	0.2147116413
439	0.2145155275
440	0.2143296012
441	0.2143052565
442	0.2141524981
443	0.214009043
444	0.2139106794
445	0.2137757558
446	0.2134832504
447	0.2131563609
448	0.2130233058
449	0.2129060516
450	0.2126084427
451	0.212586342
452	0.2122945081
453	0.2120895561
454	0.2120317932
455	0.2119200199
456	0.2116374368
457	0.2115329089
458	0.2113741485
459	0.2112321871
460	0.2110206046
461	0.2108350934
462	0.2107321846
463	0.2104947721
464	0.2103173044
465	0.2101835269
466	0.2100542291
467	0.210026492
468	0.2099478392
469	0.2097518203
470	0.2095904206
471	0.2091306505
472	0.2090692281
473	0.2088948748
474	0.2086267498
475	0.2085302798
476	0.2083068508
477	0.2081418654
478	0.2079167834
479	0.2078366348
480	0.2077173467
481	0.2075843423
482	0.2074229588
483	0.2072575091
484	0.2071201992
485	0.2069669671
486	0.2067079155
487	0.2066281835
488	0.2065178658
489	0.206238256
490	0.205997343
491	0.2058245758
492	0.2056010604
493	0.2054584123
494	0.2054537327
495	0.205307908
496	0.2049459102
497	0.2044288622
498	0.2042370068
499	0.2038611753
500	0.2038289632
501	0.2036033235
502	0.2034381877
503	0.2030485071
504	0.2029681233
505	0.2025696508
506	0.202490498
507	0.2022653386
508	0.2020833987
509	0.2020008831
510	0.2017920631
511	0.2017040206
512	0.201573597
513	0.2014796187
514	0.2013862091
515	0.2011605603
516	0.2010118087
517	0.2008680881
518	0.2005611733
519	0.2004744229
520	0.2003394215
521	0.1998282031
522	0.199776888
523	0.1996319672
524	0.1995051181
525	0.1994169042
526	0.1990654846
527	0.1989670111
528	0.1987478366
529	0.1983739986
530	0.1981134467
531	0.1978966343
532	0.1976940069
533	0.1974114996
534	0.197336349
535	0.1971505201
536	0.1968768943
537	0.1966645205
538	0.1965115898
539	0.1961735682
540	0.1959080974
541	0.1958999838
542	0.1957227355
543	0.1955388866
544	0.1951966594
545	0.1950811172
546	0.1948512815
547	0.1946547576
548	0.1944166027
549	0.1942027014
550	0.1940246213
551	0.1938651659
552	0.1936837918
553	0.1934238935
554	0.1932260784
555	0.1929056447
556	0.1927857421
557	0.1925433289
558	0.1924211084
559	0.1921633625
560	0.19204493
561	0.1919344883
562	0.1917056935
563	0.191288532
564	0.1911505062
565	0.190998365
566	0.1908217704
567	0.1906394286
568	0.1904261042
569	0.1902121197
570	0.1900555764
571	0.1896887076
572	0.1894803565
573	0.1892597718
574	0.1891636628
575	0.1891528722
576	0.1888822627
577	0.1885063636
578	0.1883498687
579	0.1881268282
580	0.1878795065
581	0.1875410608
582	0.1872343591
583	0.1870477129
584	0.186854354
585	0.186685323
586	0.1865147027
587	0.1861856441
588	0.1859224102
589	0.1857527767
590	0.1852524808
591	0.1849317075
592	0.1849169263
593	0.1847716334
594	0.1844721039
595	0.1843239024
596	0.1840751985
597	0.1838486803
598	0.1835533041
599	0.1832996327
600	0.1831325081
601	0.1829220085
602	0.182845724
603	0.1825839415
604	0.1824423691
605	0.1824116985
606	0.1819919824
607	0.1819399715
608	0.1817692798
609	0.1815899329
610	0.1812829557
611	0.1810190353
612	0.1807944579
613	0.1806673101
614	0.1805515141
615	0.1803939394
616	0.1801472885
617	0.1801080617
618	0.1799828168
619	0.1798118679
620	0.1795984217
621	0.1792814559
622	0.1791560024
623	0.1789183783
624	0.1786984396
625	0.1785730827
626	0.1784493489
627	0.1783333786
628	0.1781703425
629	0.1778759807
630	0.1777348369
631	0.1775593831
632	0.1774113723
633	0.1772854779
634	0.1771726851
635	0.1771261351
636	0.1768990092
637	0.1766590071
638	0.176488524
639	0.1764016353
640	0.1762581704
641	0.176219282
642	0.1761583784
643	0.1758931633
644	0.1758006403
645	0.1756274184
646	0.1753339486
647	0.1751737335
648	0.1750082647
649	0.1748683572
650	0.1748047602
651	0.1746936781
652	0.1746525784
653	0.1745393084
654	0.1744624306
655	0.1742149718
656	0.1741623577
657	0.1740384377
658	0.1738397193
659	0.1738260901
660	0.1737046831
661	0.1734678296
662	0.1732973201
663	0.1731559887
664	0.1730662667
665	0.1729980109
666	0.172866041
667	0.1725213741
668	0.1724398686
669	0.1722790438
670	0.1720168157
671	0.1716934413
672	0.1715467739
673	0.1712122092
674	0.1711035311
675	0.1708846667
676	0.1706312155
677	0.1704907136
678	0.1704377549
679	0.1702220287
680	0.1701124381
681	0.1699786333
682	0.1698217503
683	0.1696815268
684	0.1696011901
685	0.1694013907
686	0.1691183371
687	0.1690199719
688	0.1689137002
689	0.168718468
690	0.1685877051
691	0.1684299945
692	0.1683068363
693	0.1681077526
694	0.1677418853
695	0.1676961805
696	0.1676057428
697	0.1675258679
698	0.1673220245
699	0.1671774668
700	0.1671514073
701	0.1670929043
702	0.1669104411
703	0.1668336415
704	0.1666827288
705	0.1665911957
706	0.1664963452
707	0.1662050799
708	0.166036485
709	0.1658321764
710	0.165532903
711	0.1652985033
712	0.1651598663
713	0.1650870911
714	0.1649942873
715	0.1648396776
716	0.1647275934
717	0.1646403768
718	0.1645350363
719	0.1645102479
720	0.1643533828
721	0.1640413411
722	0.1638462537
723	0.1637207295
724	0.163612797
725	0.1633951425
726	0.163155041
727	0.1630296969
728	0.1626639068
729	0.1625018051
730	0.1623550185
731	0.1622189915
732	0.1620392364
733	0.1618918866
734	0.1618222203
735	0.1616596632
736	0.1616553479
737	0.1615033901
738	0.1614755847
739	0.1614233072
740	0.16124605
741	0.1610103976
742	0.1609753251
743	0.1608827015
744	0.1607770214
745	0.1606520677
746	0.1604956367
747	0.1602497656
748	0.1601472755
749	0.1599130252
750	0.1598357104
751	0.1595904352
752	0.1592889268
753	0.1590884088
754	0.1589447249
755	0.1588765186
756	0.1587466889
757	0.158456593
758	0.158302803
759	0.1581825173
760	0.1580610623
761	0.1579764673
762	0.1578108749
763	0.1577021486
764	0.1575819607
765	0.1573884079
766	0.1571478612
767	0.1569502726
768	0.1567795318
769	0.1566876518
770	0.1565787108
771	0.156490542
772	0.1563885227
773	0.1563749107
774	0.1561674613
775	0.15598515
776	0.1558191743
777	0.1556760699
778	0.155580758
779	0.1555669896
780	0.1553704412
781	0.1553018616
782	0.1549885755
783	0.1548464236
784	0.1546501628
785	0.154368556
786	0.1543109803
787	0.1541649476
788	0.1540449798
789	0.1538241829
790	0.1537906826
791	0.153632761
792	0.153474849
793	0.1533355007
794	0.1533015663
795	0.1530946443
796	0.1528096493
797	0.1526818127
798	0.1524875623
799	0.1522747751
800	0.1520864663
801	0.1520190683
802	0.1518984869
803	0.1518086259
804	0.151800326
805	0.1517761197
806	0.1516752599
807	0.1514931791
808	0.1514847787
809	0.1513026071
810	0.1511570549
811	0.1510808727
812	0.1509285497
813	0.1507724558
814	0.1505575405
815	0.1504038295
816	0.1503631943
817	0.1501181062
818	0.1500345842
819	0.1499162434
820	0.1498207418
821	0.1496641199
822	0.1494842306
823	0.1492286128
824	0.1491609976
825	0.1489560999
826	0.1488556287
827	0.1487537997
828	0.148518762
829	0.1483938909
830	0.1482745711
831	0.1481316289
832	0.1480884902
833	0.1479851855
834	0.1478149291
835	0.1476747045
836	0.1475622117
837	0.1475540661
838	0.1474413464
839	0.1473013034
840	0.1472724501
841	0.1472149738
842	0.1470533644
843	0.1469812476
844	0.1468604753
845	0.1467846282
846	0.1467097501
847	0.1467061987
848	0.1467032554
849	0.1464429794
850	0.1463293595
851	0.1462243196
852	0.146069141
853	0.1460662809
854	0.1460008293
855	0.1458197947
856	0.1457545359
857	0.14558654
858	0.1454095059
859	0.1453303019
860	0.1451828693
861	0.14510945
862	0.1450734549
863	0.1449002434
864	0.1446516703
865	0.1445387587
866	0.1443410873
867	0.1442181805
868	0.1440827961
869	0.1440187294
870	0.1439369962
871	0.1437895358
872	0.1435628844
873	0.1434118235
874	0.1433293994
875	0.1432178072
876	0.1431145509
877	0.1430028055
878	0.1428164059
879	0.1428143896
880	0.1425759592
881	0.1425732612
882	0.1423657262
883	0.1423503797
884	0.142147366
885	0.1421061971
886	0.1420917891
887	0.1419208201
888	0.1418622727
889	0.1418141047
890	0.141702571
891	0.1416884143
892	0.1416053038
893	0.1415486784
894	0.1415013057
895	0.1414154289
896	0.1412503461
897	0.1411568306
898	0.1411411206
899	0.1410116428
900	0.1409869292
901	0.1407247159
902	0.1407145732
903	0.1406295839
904	0.1405772019
905	0.1405097238
906	0.1403766153
907	0.1401958174
908	0.140095633
909	0.1399757762
910	0.1398921656
911	0.1398036171
912	0.1396769676
913	0.1395493822
914	0.1393335657
915	0.1393280864
916	0.1391315992
917	0.1390684205
918	0.1389389446
919	0.1389257828
920	0.1388166664
921	0.1386457133
922	0.1384119126
923	0.1383698386
924	0.1382739758
925	0.13825469
926	0.1381944359
927	0.1381147787
928	0.1380583148
929	0.137977556
930	0.1377524528
931	0.1376599798
932	0.1374766695
933	0.137334348
934	0.1371828387
935	0.1369867562
936	0.1369116069
937	0.1367794939
938	0.1367044967
939	0.1365227909
940	0.1363833611
941	0.1361422503
942	0.13591827
943	0.1357218848
944	0.1356932521
945	0.1356337998
946	0.1355221038
947	0.1354640237
948	0.1353690036
949	0.1352923646
950	0.1351133453
951	0.1350321507
952	0.1349899146
953	0.1349558244
954	0.134882976
955	0.1348109233
956	0.1347425507
957	0.1345308216
958	0.1344201782
959	0.1344140081
960	0.1343599455
961	0.1342709906
962	0.1342592981
963	0.1341411453
964	0.1339768116
965	0.1338578574
966	0.1338519876
967	0.1338062583
968	0.1336313922
969	0.1335964694
970	0.1334933505
971	0.1333468861
972	0.1331756985
973	0.1330185076
974	0.1328522676
975	0.1327956647
976	0.1326553703
977	0.1326124478
978	0.1325898891
979	0.1325473357
980	0.1325364964
981	0.1323792203
982	0.1322984006
983	0.1321842872
984	0.1321313286
985	0.1320499765
986	0.1320023053
987	0.131994396
988	0.1318292013
989	0.1317716418
990	0.1317407583
991	0.13154882
992	0.1314205923
993	0.1313132482
994	0.1312787794
995	0.131202236
996	0.131194999
997	0.1311894599
998	0.1310264382
999	0.1307804997
